Nom du jeu;Plateforme;Studio de développement;Date de sortie
Terranigma;Super Nintendo;;1995-10-20
Tetris & Dr. Mario;Super Nintendo;Intelligent Systems;1994-01-01
Tetris 2;Super Nintendo;Nintendo / Nintendo Research & Development 1 / Tose Co.;1993-01-01
Tetris Attack;Super Nintendo;Intelligent Systems;1995-10-27
Tetris Battle Gaiden;Super Nintendo;Bullet-Proof Software;1993-12-24
Tetsuwan Atom;Super Nintendo;;1994-02-18
The 7th Saga;Super Nintendo;Produce!;1993-04-23
The Addams Family;Super Nintendo;Ocean Software;1992-01-01
The Adventure of Hourai High School;Super Nintendo;;
The Adventures of Batman & Robin;Super Nintendo;Konami;1994-01-01
The Adventures of Dr. Franken;Super Nintendo;;
The Adventures of Mighty Max;Super Nintendo;;1994-01-01
The Adventures of Rocky and Bullwinkle and Friends;Super Nintendo;Imagineering;1992-12-01
The Adventures of Tintin: Prisoners of the Sun;Super Nintendo;;
The Amazing Spider-Man: Lethal Foes;Super Nintendo;;1995-03-17
The Aquatic Games Starring James Pond and the Aquabats;Super Nintendo;;1992-01-01
The Atlas;Super Nintendo;Artdink;1991-08-02
The Blue Crystal Rod;Super Nintendo;GAME STUDIO Inc.;1994-03-04
The Blues Brothers: Jukebox Adventure;Super Nintendo;;1993-01-01
The Brainies;Super Nintendo;;1991-01-01
The Chaos Engine;Super Nintendo;The Bitmap Brothers;1993-01-01
The Combatribes;Super Nintendo;Technōs Japan Corporation;1990-01-01
The Death and Return of Superman;Super Nintendo;Blizzard Entertainment;1994-01-01
The Duel: Test Drive II;Super Nintendo;Distinctive Software;1989-01-01
The Firemen;Super Nintendo;Human Entertainment;1994-09-09
The Flintstones;Super Nintendo;Ocean Software;1995-01-01
The Flintstones: The Treasure of Sierra Madrock;Super Nintendo;Taito;1994-08-12
The Great Battle Gaiden 2: Matsuri da Wasshoi;Super Nintendo;;1994-01-01
The Great Battle II: Last Fighter Twin;Super Nintendo;;1992-01-01
The Great Battle III;Super Nintendo;Sun-L;1993-01-01
The Great Battle IV;Super Nintendo;;1994-01-01
The Great Battle V;Super Nintendo;;1995-12-22
The Great Circus Mystery Starring Mickey & Minnie;Super Nintendo;Capcom;1994-10-01
The Great Waldo Search;Super Nintendo;Radiance Software;1992-01-01
The Heian Fuuunden;Super Nintendo;;
The Humans;Super Nintendo;Imagitec Design;1992-01-01
The Hunt for Red October;Super Nintendo;Krome Studios Melbourne;1990-01-01
The Ignition Factor;Super Nintendo;Jaleco;1994-11-11
The Incredible Crash Dummies;Super Nintendo;Software Creations;1993-10-21
The Incredible Hulk;Super Nintendo;Acclaim Studios London;1994-08-01
The Itchy & Scratchy Game;Super Nintendo;Bits Studios;1993-01-01
The Jetsons: Invasion of the Planet Pirates;Super Nintendo;Sting;1995-06-09
The Journey Home: Quest for the Throne;Super Nintendo;Namco Tales Studio;1993-03-26
The Jungle Book;Super Nintendo;Virgin Interactive;1993-01-01
The King of Dragons;Super Nintendo;Capcom;1994-03-04
The King of Rally;Super Nintendo;KAZe;1992-12-28
The Last Battle;Super Nintendo;;1994-12-02
The Lawnmower Man;Super Nintendo;Eidos Interactive;1994-02-11
The Legend of Bishin;Super Nintendo;Toho;1993-12-25
The Legend of the Mystical Ninja;Super Nintendo;Konami;1991-07-17
The Legend of Zelda: A Link to the Past;Super Nintendo;Nintendo Entertainment Analysis & Development;1991-11-21
The Lost Vikings;Super Nintendo;Blizzard Entertainment;1993-01-01
The Lost Vikings 2;Super Nintendo;Blizzard Entertainment;1997-01-01
The Magical Quest starring Mickey Mouse;Super Nintendo;Capcom;1992-11-20
The Mask;Super Nintendo;;1995-10-01
The Monopoly Game 2;Super Nintendo;;1995-03-31
The Ninja Warriors;Super Nintendo;Winning Entertainment Group;1994-01-01
The Pagemaster;Super Nintendo;Acclaim Studios London;1994-01-01
The Peace Keepers;Super Nintendo;Jaleco;1993-12-17
The Pirates of Dark Water;Super Nintendo;Acclaim Studios Austin;1994-01-01
The Ren & Stimpy Show: Buckaroo$!;Super Nintendo;Imagineering;1993-11-01
The Ren & Stimpy Show: Fire Dogs;Super Nintendo;Argonaut Games;
The Ren & Stimpy Show: Time Warp;Super Nintendo;;1994-11-01
The Ren & Stimpy Show: Veediots!;Super Nintendo;;1993-01-01
The Shadow;Super Nintendo;Ocean Software;1994-01-01
The Shinri Game 2;Super Nintendo;;1995-02-10
The Simpsons: Bart's Nightmare;Super Nintendo;Sculptured Software;1992-09-01
The Smurfs Travel the World;Super Nintendo;;1994-01-01
The Terminator;Super Nintendo;;
The Tick;Super Nintendo;Software Creations;1994-11-01
The Twisted Tales of Spike McFang;Super Nintendo;Blue Planet Software;1993-03-19
The Untouchables;Super Nintendo;;1994-01-01
The Wizard of Oz;Super Nintendo;Electronic Arts;1993-10-01
Theme Park;Super Nintendo;Bullfrog Productions;1995-01-01
Thomas the Tank Engine & Friends;Super Nintendo;Software Creations;1993-08-02
Thoroughbred Breeder;Super Nintendo;;
Thoroughbred Breeder II;Super Nintendo;;1994-06-08
Thoroughbred Breeder III;Super Nintendo;;1996-10-18
Time Slip;Super Nintendo;Eidos Interactive;1993-01-01
Time Trax;Super Nintendo;;1994-01-01
Timecop;Super Nintendo;Cryo Interactive;1995-02-17
Timon & Pumbaa's Jungle Games;Super Nintendo;7th Level / Tiertex Design Studios;1995-09-15
Tin Star;Super Nintendo;Software Creations;1994-11-01
Tintin in Tibet;Super Nintendo;;1995-01-01
Tiny Toon Adventures: Buster Busts Loose!;Super Nintendo;Konami;1992-12-18
Tiny Toon Adventures: Wacky Sports Challenge;Super Nintendo;Konami;1994-09-30
TKO Super Championship Boxing;Super Nintendo;Sting;1992-04-28
TNN Bass Tournament of Champions;Super Nintendo;;1994-09-22
Todd McFarlane's Spawn: The Video Game;Super Nintendo;Ukiyotei;
Tokimeki Memorial;Super Nintendo;Konami;1994-05-27
Tom & Jerry;Super Nintendo;;1993-01-01
Tommy Moe's Winter Extreme: Skiing & Snowboarding;Super Nintendo;Loriciels;1994-01-01
Tony Meola's Sidekicks Soccer;Super Nintendo;Sculptured Software;1993-02-25
Top Gear;Super Nintendo;Gremlin Interactive;1992-01-01
Top Gear 2;Super Nintendo;Gremlin Interactive;1993-01-01
Top Gear 3000;Super Nintendo;Gremlin Interactive;1995-01-01
Top Management II;Super Nintendo;;1994-02-11
Torneko no Daibōken: Fushigi no Dungeon;Super Nintendo;Chunsoft;1993-09-19
Total Carnage;Super Nintendo;Midway Games;1992-01-01
Tower Dream;Super Nintendo;;1996-10-25
Toy Story;Super Nintendo;Traveller's Tales;1995-12-01
Toys;Super Nintendo;Imagineering;1993-01-01
Traverse: Starlight & Prairie;Super Nintendo;;1996-06-28
Treasure Hunter G;Super Nintendo;Sting;1996-05-24
Treasure of the Rudras;Super Nintendo;Square;1996-04-05
Trials of Mana;Super Nintendo;Square;1995-09-30
Troddlers;Super Nintendo;;1992-01-01
Troy Aikman NFL Football;Super Nintendo;Leland Interactive Media;1995-02-01
True Golf Classics: Pebble Beach Golf Links;Super Nintendo;;1992-04-10
True Golf Classics: Waialae Country Club;Super Nintendo;;1992-09-18
True Golf Classics: Wicked 18;Super Nintendo;;1993-03-05
True Lies;Super Nintendo;Krome Studios Melbourne;1994-01-01
Tsukikomori;Super Nintendo;;1996-03-01
Tsuppari Ōzumō: Risshin Shusse Hen;Super Nintendo;;1993-03-26
Tsuyoshi Shikkari Shinasai: Taisen Puzzle-dama;Super Nintendo;;1994-11-18
Tuff E Nuff;Super Nintendo;Jaleco;1993-03-26
Turn and Burn: No-Fly Zone;Super Nintendo;Imagineering;1994-06-24
Tōge Densetsu: Saisoku Battle;Super Nintendo;Lenar;1996-03-15
U.N. Squadron;Super Nintendo;Capcom;1991-07-26
Uchuu Race: Astro Go! Go!;Super Nintendo;KAZe;1994-02-25
Uchū no Kishi: Tekkaman Blade;Super Nintendo;;1993-07-30
UFO Kamen Yakisoban;Super Nintendo;;1994-10-14
Ultima VI: The False Prophet;Super Nintendo;Origin Systems;1990-01-01
Ultima VII: The Black Gate;Super Nintendo;Origin Systems;1992-04-16
Ultima: Runes of Virtue II;Super Nintendo;Origin Systems;1994-01-01
Ultimate Fighter;Super Nintendo;Culture Brain;1992-07-31
Ultimate Mortal Kombat 3;Super Nintendo;Midway Games;1996-11-01
Ultra Baseball Jitsumeiban;Super Nintendo;;1992-08-28
Ultra League;Super Nintendo;;1995-07-28
Ultra Seven;Super Nintendo;Bandai;1993-03-26
Ultraman: Towards the Future;Super Nintendo;;1991-04-06
Umi no Nushi Tsuri;Super Nintendo;;1996-01-01
Uncharted Waters;Super Nintendo;Koei;1990-01-01
Uncharted Waters II: New Horizons;Super Nintendo;Koei;1994-01-01
Undercover Cops;Super Nintendo;Irem;1995-03-03
Unholy Night: The Darkness Hunter;Super Nintendo;;2017-04-08
Uniracers;Super Nintendo;;1994-12-01
Urban Strike;Super Nintendo;;1994-01-01
Utopia: The Creation of a Nation;Super Nintendo;;1991-01-01
Vegas Stakes;Super Nintendo;HAL Laboratory;1993-09-10
Venom/Spider-Man: Separation Anxiety;Super Nintendo;Software Creations;1995-11-01
Verne World;Super Nintendo;;1995-09-29
Virtual Bart;Super Nintendo;Sculptured Software;1994-09-01
Virtual Soccer;Super Nintendo;Acclaim Studios London;1994-03-18
Vortex;Super Nintendo;Argonaut Games;1994-09-01
Wagan Paradise;Super Nintendo;;1994-12-16
Waka Taka Ōzumō: Brothers Dream Match;Super Nintendo;;1993-11-12
Waku Waku 7;Super Nintendo;Sun Corporation;1996-11-21
Waku Waku Ski Wonder Spur;Super Nintendo;;1995-01-13
War 2410;Super Nintendo;;1995-12-01
War 3010: The Revolution;Super Nintendo;;1996-10-01
Wario's Woods;Super Nintendo;Nintendo Research & Development 1;1994-02-19
Warlock;Super Nintendo;Realtime Associates;1995-01-01
WarpSpeed;Super Nintendo;Accolade;1992-12-01
Waterworld;Super Nintendo;Ocean Software;1995-11-01
Wayne Gretzky and the NHLPA All-Stars;Super Nintendo;Atari Games;1995-12-01
Wayne's World;Super Nintendo;Radical Entertainment;1993-02-18
WCW SuperBrawl Wrestling;Super Nintendo;Krome Studios Melbourne;1994-11-01
Weaponlord;Super Nintendo;Visual Concepts;1995-01-01
Where in the World Is Carmen Sandiego?;Super Nintendo;Broderbund;1985-01-01
Where in Time Is Carmen Sandiego?;Super Nintendo;Broderbund;1989-08-01
Widget;Super Nintendo;;1992-11-01
Wild Guns;Super Nintendo;Winning Entertainment Group;1994-08-12
WildSnake;Super Nintendo;Bullet-Proof Software;1994-09-30
Williams Arcade's Greatest Hits;Super Nintendo;;1996-01-01
Wing Commander;Super Nintendo;Origin Systems;1990-01-01
Wing Commander: The Secret Missions;Super Nintendo;;
Winning Post;Super Nintendo;Koei;1993-01-01
Winter Gold;Super Nintendo;Funcom;1996-11-28
Winter Olympics;Super Nintendo;Tiertex Design Studios;1993-01-01
Wizap!: King of Darkness;Super Nintendo;;1994-01-01
Wizardry V: Heart of the Maelstrom;Super Nintendo;Sir-Tech;1988-01-01
Wizardry VI: Bane of the Cosmic Forge;Super Nintendo;Sir-Tech;1990-01-01
Wolfchild;Super Nintendo;Core Design;1992-01-01
Wolfenstein 3D;Super Nintendo;id Software / Interplay Entertainment / Nerve Software / Raven Software;1992-05-05
Wolverine: Adamantium Rage;Super Nintendo;Perfect Entertainment;1994-01-01
Wonder Project J;Super Nintendo;Givro;1994-12-09
Wordtris;Super Nintendo;Realtime Associates;1991-01-01
World Cup USA '94;Super Nintendo;U.S. Gold;1994-01-01
World Heroes;Super Nintendo;ADK;1992-07-28
World Heroes 2;Super Nintendo;ADK;1993-04-28
World League Soccer;Super Nintendo;;1991-09-20
World Masters Golf;Super Nintendo;Arc Developments;1995-11-23
World Soccer '94: Road to Glory;Super Nintendo;;1993-12-01
Worlds of Ultima: The Savage Empire;Super Nintendo;Origin Systems;1990-12-30
Worms;Super Nintendo;Team17;1995-06-01
Wrecking Crew '98;Super Nintendo;;1998-01-01
WWF Raw;Super Nintendo;Sculptured Software;1994-12-22
WWF Royal Rumble;Super Nintendo;Sculptured Software;1993-09-15
WWF Super WrestleMania;Super Nintendo;Sculptured Software;1992-02-12
WWF WrestleMania: The Arcade Game;Super Nintendo;Midway Games;1995-10-18
X-Kaliber 2097;Super Nintendo;;1994-02-01
X-Men: Mutant Apocalypse;Super Nintendo;Capcom;1994-11-01
X-Zone;Super Nintendo;Kemco;1992-01-01
Xak: The Art of Visual Stage;Super Nintendo;Microcabin;1992-12-25
Xandra no Daibōken: Valkyrie to no Deai;Super Nintendo;;1992-07-23
Xardion;Super Nintendo;Jorudan;1992-03-20
Yadamon - Wonderland Dreams;Super Nintendo;;1993-01-01
Yae;Super Nintendo;Konami;1996-03-29
Yakōchū;Super Nintendo;Athena;1995-06-16
Yokoyama Mitsuteru Sangokushi;Super Nintendo;;1992-01-01
Yokozuna Monogatari;Super Nintendo;;1994-01-01
Yoshi no Cookie: Kuruppon Oven de Cookie;Super Nintendo;;1994-01-01
Yoshi Racing;Super Nintendo;Argonaut Games;
Yoshi's Cookie;Super Nintendo;Bullet-Proof Software / Tose Co.;1992-01-01
Yoshi's Safari;Super Nintendo;Nintendo Research & Development 1;1993-01-01
Young Merlin;Super Nintendo;Westwood Studios;1994-01-01
Ys IV: Mask of the Sun;Super Nintendo;Tonkin House;1993-11-19
Ys V: Lost Kefin, Kingdom of Sand;Super Nintendo;;1995-12-29
Yu Yu Hakusho;Super Nintendo;;1993-01-01
Yuujin no Furi Furi Girls;Super Nintendo;;1994-07-01
Yū Yū Hakusho Final;Super Nintendo;Tose Co.;1995-03-24
Yūyu no Kuizu de Go! Go!;Super Nintendo;;1991-03-01
Zakuro no Aji;Super Nintendo;;1995-12-22
Zan II: Spirits;Super Nintendo;Namco Tales Studio;1992-03-25
Zen-Nippon GT Senshuken;Super Nintendo;;1995-09-29
Zen-Nippon Pro Wrestling;Super Nintendo;;1993-07-16
Zen-Nippon Pro Wrestling 2: 3-4 Budokan;Super Nintendo;;
Zenkoku Kōkō Soccer;Super Nintendo;;1994-11-25
Zenkoku Kōkō Soccer 2;Super Nintendo;;1995-11-17
Zenkoku Kōkō Soccer Senshuken '96;Super Nintendo;;1996-03-22
Zero the Kamikaze Squirrel;Super Nintendo;Acclaim Studios Austin;1994-11-01
Zero4 Champ: RR;Super Nintendo;Media Rings;1994-07-22
Zero4 Champ: RR-Z;Super Nintendo;Media Rings;1995-11-25
Zico Soccer;Super Nintendo;;1994-03-04
Zig Zag Cat: Dachō Club mo Oosawagi da;Super Nintendo;;1994-06-24
Zombies Ate My Neighbors;Super Nintendo;Lucasfilm Games;1993-09-01
Zoop;Super Nintendo;;1995-10-31
Ōzumō Spirit;Super Nintendo;;1992-12-11
Sonic the Hedgehog;Mega Drive;Sega;1991-06-23
Sonic the Hedgehog 2;Mega Drive;Sega Technical Institute;1992-11-21
Streets of Rage;Mega Drive;Sega;1991-08-02
Streets of Rage 2;Mega Drive;Sega;1992-12-20
Golden Axe;Mega Drive;Sega;1989-12-23
Phantasy Star IV: The End of the Millennium;Mega Drive;Sega;1993-12-17
Shining Force;Mega Drive;Climax Entertainment / Sonic! Software Planning;1992-03-20
Gunstar Heroes;Mega Drive;Treasure;1993-09-10
Ecco the Dolphin;Mega Drive;Novotrade International;1992-12-29
The Revenge of Shinobi;Mega Drive;Sega;1989-12-02
